PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Texas,2017,29,X,1.33324,X,X,X,X,X,X,182,77,13651
States,Washington,2017,29,X,0.183352,X,X,X,X,X,X,5,34,2727
States,California,2017,30,X,0.979101,X,X,X,X,X,X,342,67,34930
States,New York,2017,30,X,0.944611,X,X,X,X,X,X,66,41,6987
States,Texas,2017,30,X,1.33018,X,X,X,X,X,X,264,94,19847
States,Washington,2017,30,X,0.149198,X,X,X,X,X,X,4,34,2681
States,California,2017,31,X,0.853916,X,X,X,X,X,X,307,69,35952
States,New York,2017,31,X,0.961125,X,X,X,X,X,X,67,41,6971
States,Texas,2017,31,X,1.27357,X,X,X,X,X,X,260,95,20415
States,Washington,2017,31,X,0.375375,X,X,X,X,X,X,10,34,2664
States,California,2017,32,X,0.936918,X,X,X,X,X,X,337,70,35969
States,New York,2017,32,X,0.904343,X,X,X,X,X,X,71,41,7851
States,Texas,2017,32,X,1.04005,X,X,X,X,X,X,214,94,20576
States,Washington,2017,32,X,0.153669,X,X,X,X,X,X,4,34,2603
States,California,2017,33,X,1.01272,X,X,X,X,X,X,340,68,33573
States,New York,2017,33,X,0.893612,X,X,X,X,X,X,74,40,8281
States,Texas,2017,33,X,1.10367,X,X,X,X,X,X,206,80,18665
States,Washington,2017,33,X,0.128949,X,X,X,X,X,X,4,34,3102
States,California,2017,34,X,1.13787,X,X,X,X,X,X,439,70,38581
States,New York,2017,34,X,0.899017,X,X,X,X,X,X,86,41,9566
States,Texas,2017,34,X,1.8906,X,X,X,X,X,X,347,77,18354
States,Washington,2017,34,X,0.235294,X,X,X,X,X,X,8,24,3400
States,California,2017,35,X,1.19891,X,X,X,X,X,X,506,72,42205
States,New York,2017,35,X,0.795934,X,X,X,X,X,X,83,40,10428
States,Texas,2017,35,X,1.895,X,X,X,X,X,X,331,76,17467
States,Washington,2017,35,X,0.177766,X,X,X,X,X,X,13,27,7313
States,California,2017,36,X,1.28088,X,X,X,X,X,X,490,74,38255
States,New York,2017,36,X,0.932594,X,X,X,X,X,X,79,41,8471
States,Texas,2017,36,X,2.01905,X,X,X,X,X,X,371,75,18375
States,Washington,2017,36,X,0.224719,X,X,X,X,X,X,16,27,7120
States,California,2017,37,X,1.547,X,X,X,X,X,X,652,78,42146
States,New York,2017,37,X,0.904698,X,X,X,X,X,X,88,40,9727
States,Texas,2017,37,X,1.93658,X,X,X,X,X,X,477,92,24631
States,Washington,2017,37,X,0.223839,X,X,X,X,X,X,16,27,7148
States,California,2017,38,X,1.52105,X,X,X,X,X,X,621,71,40827
States,New York,2017,38,X,0.938622,X,X,X,X,X,X,102,41,10867
States,Texas,2017,38,X,1.77468,X,X,X,X,X,X,448,93,25244
States,Washington,2017,38,X,0.346147,X,X,X,X,X,X,19,25,5489
States,California,2017,39,X,1.55626,X,X,X,X,X,X,659,72,42345
States,New York,2017,39,X,1.24783,X,X,X,X,X,X,122,39,9777
States,Texas,2017,39,X,1.9715,X,X,X,X,X,X,494,90,25057
States,Washington,2017,39,X,0.338737,X,X,X,X,X,X,14,34,4133
States,California,2017,40,X,1.75421,X,X,X,X,X,X,852,102,48569
States,New York,2017,40,X,1.19834,X,X,X,X,X,X,147,52,12267
States,Texas,2017,40,X,2.15321,X,X,X,X,X,X,642,111,29816
States,Washington,2017,40,X,0.196496,X,X,X,X,X,X,12,48,6107
States,California,2017,41,X,1.53534,X,X,X,X,X,X,733,106,47742
States,New York,2017,41,X,1.0355,X,X,X,X,X,X,133,55,12844
States,Texas,2017,41,X,2.22464,X,X,X,X,X,X,654,113,29398
States,Washington,2017,41,X,0.292642,X,X,X,X,X,X,28,51,9568
States,California,2017,42,X,1.56714,X,X,X,X,X,X,823,117,52516
States,New York,2017,42,X,1.37308,X,X,X,X,X,X,187,53,13619
States,Texas,2017,42,X,2.13774,X,X,X,X,X,X,641,111,29985
States,Washington,2017,42,X,0.431838,X,X,X,X,X,X,44,52,10189
States,California,2017,43,X,1.72325,X,X,X,X,X,X,906,118,52575
States,New York,2017,43,X,1.36996,X,X,X,X,X,X,198,56,14453
States,Texas,2017,43,X,2.34254,X,X,X,X,X,X,710,111,30309
States,Washington,2017,43,X,0.291595,X,X,X,X,X,X,17,45,5830
States,California,2017,44,X,1.98355,X,X,X,X,X,X,948,120,47793
States,New York,2017,44,X,1.50787,X,X,X,X,X,X,204,54,13529
States,Texas,2017,44,X,3.24542,X,X,X,X,X,X,774,76,23849
States,Washington,2017,44,X,0.583542,X,X,X,X,X,X,49,37,8397
States,California,2017,45,X,1.90851,X,X,X,X,X,X,950,124,49777
States,New York,2017,45,X,1.61033,X,X,X,X,X,X,232,56,14407
States,Texas,2017,45,X,3.67219,X,X,X,X,X,X,1109,109,30200
States,Washington,2017,45,X,0.631966,X,X,X,X,X,X,55,51,8703
States,California,2017,46,X,1.99801,X,X,X,X,X,X,1024,126,51251
States,New York,2017,46,X,1.6294,X,X,X,X,X,X,239,56,14668
States,Texas,2017,46,X,4.41976,X,X,X,X,X,X,1365,110,30884
States,Washington,2017,46,X,0.554481,X,X,X,X,X,X,43,51,7755
States,California,2017,47,X,2.2189,X,X,X,X,X,X,817,120,36820
States,New York,2017,47,X,1.90003,X,X,X,X,X,X,195,56,10263
States,Texas,2017,47,X,4.57186,X,X,X,X,X,X,1023,111,22376
States,Washington,2017,47,X,0.820633,X,X,X,X,X,X,56,51,6824
States,California,2017,48,X,1.94918,X,X,X,X,X,X,988,124,50688
States,New York,2017,48,X,2.09801,X,X,X,X,X,X,277,55,13203
States,Texas,2017,48,X,5.26676,X,X,X,X,X,X,1541,112,29259
States,Washington,2017,48,X,0.747624,X,X,X,X,X,X,70,51,9363
States,California,2017,49,X,2.49813,X,X,X,X,X,X,1236,128,49477
States,New York,2017,49,X,2.39118,X,X,X,X,X,X,334,58,13968
States,Texas,2017,49,X,5.83165,X,X,X,X,X,X,1678,111,28774
States,Washington,2017,49,X,0.381971,X,X,X,X,X,X,20,48,5236
States,California,2017,50,X,3.39179,X,X,X,X,X,X,1671,122,49266
States,New York,2017,50,X,2.65723,X,X,X,X,X,X,349,55,13134
States,Texas,2017,50,X,9.36695,X,X,X,X,X,X,2764,110,29508
States,Washington,2017,50,X,0.50782,X,X,X,X,X,X,25,49,4923
States,California,2017,51,X,4.58891,X,X,X,X,X,X,2069,117,45087
States,New York,2017,51,X,3.81745,X,X,X,X,X,X,445,52,11657
States,Texas,2017,51,X,13.449,X,X,X,X,X,X,3938,106,29281
States,Washington,2017,51,X,1.06412,X,X,X,X,X,X,39,48,3665
States,California,2017,52,X,6.84245,X,X,X,X,X,X,2512,118,36712
States,New York,2017,52,X,3.58402,X,X,X,X,X,X,366,52,10212
States,Texas,2017,52,X,10.9528,X,X,X,X,X,X,1830,68,16708
States,Washington,2017,52,X,4.70265,X,X,X,X,X,X,257,38,5465
States,California,2018,1,X,6.66513,X,X,X,X,X,X,2310,118,34658
States,New York,2018,1,X,4.56376,X,X,X,X,X,X,340,51,7450
States,Texas,2018,1,X,12.5909,X,X,X,X,X,X,3428,108,27226
States,Washington,2018,1,X,5.14451,X,X,X,X,X,X,267,45,5190
States,California,2018,2,X,4.69123,X,X,X,X,X,X,2361,123,50328
States,New York,2018,2,X,6.19621,X,X,X,X,X,X,648,51,10458
States,Texas,2018,2,X,12.8689,X,X,X,X,X,X,4047,107,31448
States,Washington,2018,2,X,3.91808,X,X,X,X,X,X,352,52,8984
States,California,2018,3,X,3.93592,X,X,X,X,X,X,1963,124,49874
States,New York,2018,3,X,7.44408,X,X,X,X,X,X,842,54,11311
States,Texas,2018,3,X,13.0336,X,X,X,X,X,X,3966,110,30429
States,Washington,2018,3,X,3.43008,X,X,X,X,X,X,286,52,8338
States,California,2018,4,X,3.89779,X,X,X,X,X,X,2038,122,52286
States,New York,2018,4,X,9.17524,X,X,X,X,X,X,1355,56,14768
States,Texas,2018,4,X,14.5657,X,X,X,X,X,X,5203,110,35721
States,Washington,2018,4,X,3.78788,X,X,X,X,X,X,345,52,9108
States,California,2018,5,X,4.25872,X,X,X,X,X,X,2369,121,55627
States,New York,2018,5,X,10.9383,X,X,X,X,X,X,1674,53,15304
States,Texas,2018,5,X,13.9335,X,X,X,X,X,X,4996,109,35856
States,Washington,2018,5,X,2.99176,X,X,X,X,X,X,247,51,8256
States,California,2018,6,X,3.81901,X,X,X,X,X,X,2116,121,55407
States,New York,2018,6,X,10.7166,X,X,X,X,X,X,1678,55,15658
States,Texas,2018,6,X,12.9045,X,X,X,X,X,X,4450,110,34484
States,Washington,2018,6,X,2.39453,X,X,X,X,X,X,210,53,8770
States,California,2018,7,X,3.71403,X,X,X,X,X,X,1879,112,50592
States,New York,2018,7,X,10.3037,X,X,X,X,X,X,1588,55,15412
States,Texas,2018,7,X,10.9435,X,X,X,X,X,X,3598,109,32878
States,Washington,2018,7,X,2.13897,X,X,X,X,X,X,181,53,8462
States,California,2018,8,X,3.51102,X,X,X,X,X,X,1619,119,46112
States,New York,2018,8,X,6.97767,X,X,X,X,X,X,875,55,12540
States,Texas,2018,8,X,8.27868,X,X,X,X,X,X,2638,109,31865
States,Washington,2018,8,X,2.28186,X,X,X,X,X,X,176,53,7713
States,California,2018,9,X,3.64857,X,X,X,X,X,X,1870,120,51253
States,New York,2018,9,X,5.04069,X,X,X,X,X,X,576,54,11427
States,Texas,2018,9,X,6.07416,X,X,X,X,X,X,1833,106,30177
States,Washington,2018,9,X,1.95922,X,X,X,X,X,X,123,50,6278
States,California,2018,10,X,3.39303,X,X,X,X,X,X,1813,118,53433
States,New York,2018,10,X,3.71947,X,X,X,X,X,X,402,53,10808
States,Texas,2018,10,X,4.85631,X,X,X,X,X,X,1286,103,26481
States,Washington,2018,10,X,1.64282,X,X,X,X,X,X,93,45,5661
States,California,2018,11,X,3.21007,X,X,X,X,X,X,1658,114,51650
States,New York,2018,11,X,3.37375,X,X,X,X,X,X,345,53,10226
States,Texas,2018,11,X,3.72125,X,X,X,X,X,X,817,102,21955
States,Washington,2018,11,X,2.41321,X,X,X,X,X,X,114,44,4724
States,California,2018,12,X,2.9579,X,X,X,X,X,X,1457,107,49258
States,New York,2018,12,X,2.35595,X,X,X,X,X,X,249,52,10569
States,Texas,2018,12,X,3.07753,X,X,X,X,X,X,853,104,27717
States,Washington,2018,12,X,1.92406,X,X,X,X,X,X,113,45,5873
States,California,2018,13,X,2.76154,X,X,X,X,X,X,1167,112,42259
States,New York,2018,13,X,2.59165,X,X,X,X,X,X,275,48,10611
States,Texas,2018,13,X,3.51379,X,X,X,X,X,X,762,101,21686
States,Washington,2018,13,X,1.56734,X,X,X,X,X,X,86,44,5487
States,California,2018,14,X,2.30591,X,X,X,X,X,X,1082,108,46923
States,New York,2018,14,X,2.34435,X,X,X,X,X,X,212,50,9043
States,Texas,2018,14,X,2.93401,X,X,X,X,X,X,530,88,18064
States,Washington,2018,14,X,1.29402,X,X,X,X,X,X,79,46,6105
States,California,2018,15,X,1.81038,X,X,X,X,X,X,903,111,49879
States,New York,2018,15,X,2.19619,X,X,X,X,X,X,240,51,10928
States,Texas,2018,15,X,2.45258,X,X,X,X,X,X,437,85,17818
States,Washington,2018,15,X,0.83167,X,X,X,X,X,X,50,45,6012
States,California,2018,16,X,1.83904,X,X,X,X,X,X,888,109,48286
States,New York,2018,16,X,2.22306,X,X,X,X,X,X,237,48,10661
States,Texas,2018,16,X,2.46861,X,X,X,X,X,X,696,103,28194
States,Washington,2018,16,X,0.762245,X,X,X,X,X,X,47,46,6166
States,California,2018,17,X,1.90959,X,X,X,X,X,X,934,110,48911
States,New York,2018,17,X,1.59244,X,X,X,X,X,X,177,48,11115
States,Texas,2018,17,X,2.29361,X,X,X,X,X,X,624,102,27206
States,Washington,2018,17,X,0.366684,X,X,X,X,X,X,21,44,5727
States,California,2018,18,X,1.859,X,X,X,X,X,X,876,104,47122
States,New York,2018,18,X,2.20051,X,X,X,X,X,X,232,46,10543
States,Texas,2018,18,X,2.30994,X,X,X,X,X,X,570,98,24676
States,Washington,2018,18,X,0.398268,X,X,X,X,X,X,23,44,5775
States,California,2018,19,X,1.7816,X,X,X,X,X,X,828,100,46475
States,New York,2018,19,X,1.50123,X,X,X,X,X,X,165,44,10991
States,Texas,2018,19,X,2.16706,X,X,X,X,X,X,509,96,23488
States,Washington,2018,19,X,0.488854,X,X,X,X,X,X,25,44,5114
States,California,2018,20,X,1.59208,X,X,X,X,X,X,708,101,44470
States,New York,2018,20,X,1.42733,X,X,X,X,X,X,131,41,9178
States,Texas,2018,20,X,1.69425,X,X,X,X,X,X,391,95,23078
States,Washington,2018,20,X,0.418744,X,X,X,X,X,X,21,43,5015
States,California,2018,21,X,1.69035,X,X,X,X,X,X,690,91,40820
States,New York,2018,21,X,1.24434,X,X,X,X,X,X,99,40,7956
States,Texas,2018,21,X,1.95167,X,X,X,X,X,X,441,94,22596
States,Washington,2018,21,X,0.236407,X,X,X,X,X,X,11,41,4653
States,California,2018,22,X,1.5359,X,X,X,X,X,X,581,91,37828
States,New York,2018,22,X,1.40187,X,X,X,X,X,X,99,38,7062
States,Texas,2018,22,X,1.70382,X,X,X,X,X,X,334,93,19603
States,Washington,2018,22,X,0.101729,X,X,X,X,X,X,1,33,983
States,California,2018,23,X,1.34495,X,X,X,X,X,X,571,91,42455
States,New York,2018,23,X,0.0269724,X,X,X,X,X,X,2,39,7415
States,Texas,2018,23,X,1.57834,X,X,X,X,X,X,316,90,20021
States,Washington,2018,23,X,0.126743,X,X,X,X,X,X,1,21,789
States,California,2018,24,X,1.33835,X,X,X,X,X,X,548,90,40946
States,New York,2018,24,X,0.0407609,X,X,X,X,X,X,3,37,7360
States,Texas,2018,24,X,1.59816,X,X,X,X,X,X,320,92,20023
States,Washington,2018,24,X,0.301694,X,X,X,X,X,X,13,37,4309
States,California,2018,25,X,1.64565,X,X,X,X,X,X,526,81,31963
States,New York,2018,25,X,0,X,X,X,X,X,X,0,37,7529
States,Texas,2018,25,X,1.32682,X,X,X,X,X,X,250,91,18842
States,Washington,2018,25,X,0.336619,X,X,X,X,X,X,14,36,4159
States,California,2018,26,X,1.53626,X,X,X,X,X,X,493,84,32091
States,New York,2018,26,X,0.0150943,X,X,X,X,X,X,1,36,6625
States,Texas,2018,26,X,1.7444,X,X,X,X,X,X,288,91,16510
States,Washington,2018,26,X,0.475475,X,X,X,X,X,X,19,36,3996
States,California,2018,27,X,1.09491,X,X,X,X,X,X,380,89,34706
States,New York,2018,27,X,0.176025,X,X,X,X,X,X,10,35,5681
States,Texas,2018,27,X,1.27277,X,X,X,X,X,X,211,90,16578
States,Washington,2018,27,X,0.310078,X,X,X,X,X,X,12,36,3870
States,California,2018,28,X,0.98471,X,X,X,X,X,X,398,92,40418
States,New York,2018,28,X,0,X,X,X,X,X,X,0,36,7055
States,Texas,2018,28,X,1.35064,X,X,X,X,X,X,256,91,18954
States,Washington,2018,28,X,0.205814,X,X,X,X,X,X,8,36,3887
States,California,2018,29,X,0.933866,X,X,X,X,X,X,379,93,40584
States,New York,2018,29,X,0,X,X,X,X,X,X,0,35,6891
States,Texas,2018,29,X,1.06927,X,X,X,X,X,X,203,90,18985
States,Washington,2018,29,X,0.225677,X,X,X,X,X,X,9,36,3988
States,California,2018,30,X,0.946458,X,X,X,X,X,X,382,90,40361
States,New York,2018,30,X,0.0135135,X,X,X,X,X,X,1,34,7400
States,Texas,2018,30,X,1.02062,X,X,X,X,X,X,197,90,19302
States,Washington,2018,30,X,0.288714,X,X,X,X,X,X,11,36,3810
States,California,2018,31,X,0.942208,X,X,X,X,X,X,374,82,39694
States,New York,2018,31,X,0.0136836,X,X,X,X,X,X,1,35,7308
States,Texas,2018,31,X,1.05115,X,X,X,X,X,X,209,90,19883
States,Washington,2018,31,X,0.134553,X,X,X,X,X,X,5,36,3716
States,California,2018,32,X,0.954801,X,X,X,X,X,X,387,87,40532
States,New York,2018,32,X,0,X,X,X,X,X,X,0,35,7789
States,Texas,2018,32,X,1.31634,X,X,X,X,X,X,156,52,11851
States,Washington,2018,32,X,0.261694,X,X,X,X,X,X,8,32,3057
States,California,2018,33,X,0.947351,X,X,X,X,X,X,391,84,41273
States,New York,2018,33,X,0,X,X,X,X,X,X,0,33,8346
States,Texas,2018,33,X,0.988875,X,X,X,X,X,X,184,88,18607
States,Washington,2018,33,X,0.133761,X,X,X,X,X,X,5,32,3738
States,California,2018,34,X,0.85034,X,X,X,X,X,X,335,72,39396
States,New York,2018,34,X,0,X,X,X,X,X,X,0,34,8892
States,Texas,2018,34,X,1.39918,X,X,X,X,X,X,270,88,19297
States,Washington,2018,34,X,0.169887,X,X,X,X,X,X,8,32,4709
States,California,2018,35,X,1.01655,X,X,X,X,X,X,435,75,42792
States,New York,2018,35,X,0,X,X,X,X,X,X,0,33,9869
States,Texas,2018,35,X,1.20577,X,X,X,X,X,X,244,78,20236
States,Washington,2018,35,X,0.183007,X,X,X,X,X,X,7,33,3825
States,California,2018,36,X,1.35018,X,X,X,X,X,X,515,71,38143
States,New York,2018,36,X,0.0857633,X,X,X,X,X,X,2,13,2332
States,Texas,2018,36,X,1.94818,X,X,X,X,X,X,382,93,19608
States,Washington,2018,36,X,0.259235,X,X,X,X,X,X,12,33,4629
States,California,2018,37,X,1.53784,X,X,X,X,X,X,645,78,41942
States,New York,2018,37,X,0.289645,X,X,X,X,X,X,8,14,2762
States,Texas,2018,37,X,2.13464,X,X,X,X,X,X,449,91,21034
States,Washington,2018,37,X,0.339051,X,X,X,X,X,X,17,33,5014
States,California,2018,38,X,1.36726,X,X,X,X,X,X,555,78,40592
States,New York,2018,38,X,0.358657,X,X,X,X,X,X,11,14,3067
States,Texas,2018,38,X,1.88542,X,X,X,X,X,X,465,93,24663
States,Washington,2018,38,X,0.409082,X,X,X,X,X,X,20,34,4889
States,California,2018,39,X,1.30344,X,X,X,X,X,X,546,79,41889
States,New York,2018,39,X,0.228311,X,X,X,X,X,X,26,35,11388
States,Texas,2018,39,X,2.1767,X,X,X,X,X,X,561,96,25773
States,Washington,2018,39,X,0.22417,X,X,X,X,X,X,11,21,4907
States,California,2018,40,X,1.48079,X,X,X,X,X,X,698,105,47137
States,New York,2018,40,X,0.964829,X,X,X,X,X,X,623,132,64571
States,Texas,2018,40,X,2.57487,X,X,X,X,X,X,730,109,28351
States,Washington,2018,40,X,0.341734,X,X,X,X,X,X,24,33,7023
States,California,2018,41,X,1.27218,X,X,X,X,X,X,598,105,47006
States,New York,2018,41,X,0.981513,X,X,X,X,X,X,661,134,67345
States,Texas,2018,41,X,2.12283,X,X,X,X,X,X,589,108,27746
States,Washington,2018,41,X,0.507963,X,X,X,X,X,X,37,32,7284
States,California,2018,42,X,1.42798,X,X,X,X,X,X,691,103,48390
States,New York,2018,42,X,1.1082,X,X,X,X,X,X,706,134,63707
States,Texas,2018,42,X,2.20848,X,X,X,X,X,X,607,108,27485
States,Washington,2018,42,X,0.323226,X,X,X,X,X,X,21,32,6497
States,California,2018,43,X,1.58346,X,X,X,X,X,X,753,102,47554
States,New York,2018,43,X,1.13599,X,X,X,X,X,X,700,134,61620
States,Texas,2018,43,X,2.63998,X,X,X,X,X,X,761,107,28826
States,Washington,2018,43,X,0.45797,X,X,X,X,X,X,31,31,6769
States,California,2018,44,X,1.76401,X,X,X,X,X,X,875,113,49603
States,New York,2018,44,X,1.26905,X,X,X,X,X,X,786,135,61936
States,Texas,2018,44,X,2.8987,X,X,X,X,X,X,831,109,28668
States,Washington,2018,44,X,0.420954,X,X,X,X,X,X,27,29,6414
States,California,2018,45,X,1.86635,X,X,X,X,X,X,944,118,50580
States,New York,2018,45,X,1.09622,X,X,X,X,X,X,710,135,64768
States,Texas,2018,45,X,3.16233,X,X,X,X,X,X,945,111,29883
States,Washington,2018,45,X,0.49554,X,X,X,X,X,X,30,29,6054
States,California,2018,46,X,2.07476,X,X,X,X,X,X,943,115,45451
States,New York,2018,46,X,1.13998,X,X,X,X,X,X,659,136,57808
States,Texas,2018,46,X,3.38883,X,X,X,X,X,X,973,111,28712
States,Washington,2018,46,X,0.487559,X,X,X,X,X,X,29,29,5948
States,California,2018,47,X,2.07785,X,X,X,X,X,X,719,115,34603
States,New York,2018,47,X,1.34015,X,X,X,X,X,X,742,136,55367
States,Texas,2018,47,X,3.67031,X,X,X,X,X,X,806,111,21960
States,Washington,2018,47,X,0.744971,X,X,X,X,X,X,30,28,4027
States,California,2018,48,X,2.35193,X,X,X,X,X,X,1177,114,50044
States,New York,2018,48,X,1.31799,X,X,X,X,X,X,828,136,62823
States,Texas,2018,48,X,3.58931,X,X,X,X,X,X,1104,110,30758
States,Washington,2018,48,X,0.665668,X,X,X,X,X,X,40,26,6009
States,California,2018,49,X,2.55125,X,X,X,X,X,X,1206,113,47271
States,New York,2018,49,X,1.46959,X,X,X,X,X,X,892,134,60697
States,Texas,2018,49,X,3.57419,X,X,X,X,X,X,1017,110,28454
States,Washington,2018,49,X,0.608632,X,X,X,X,X,X,33,28,5422
States,California,2018,50,X,2.90103,X,X,X,X,X,X,1356,115,46742
States,New York,2018,50,X,1.95702,X,X,X,X,X,X,1172,133,59887
States,Texas,2018,50,X,4.13873,X,X,X,X,X,X,1148,110,27738
States,Washington,2018,50,X,0.739939,X,X,X,X,X,X,41,29,5541
States,California,2018,51,X,3.15841,X,X,X,X,X,X,1288,107,40780
States,New York,2018,51,X,2.42423,X,X,X,X,X,X,1427,133,58864
States,Texas,2018,51,X,4.95303,X,X,X,X,X,X,1255,102,25338
States,Washington,2018,51,X,0.928793,X,X,X,X,X,X,39,29,4199
States,California,2018,52,X,3.35655,X,X,X,X,X,X,935,105,27856
States,New York,2018,52,X,3.02311,X,X,X,X,X,X,1757,134,58119
States,Texas,2018,52,X,6.40128,X,X,X,X,X,X,1317,102,20574
States,Washington,2018,52,X,1.31694,X,X,X,X,X,X,45,29,3417
States,California,2019,1,X,3.3413,X,X,X,X,X,X,1021,113,30557
States,New York,2019,1,X,2.7959,X,X,X,X,X,X,1727,135,61769
States,Texas,2019,1,X,5.11093,X,X,X,X,X,X,1244,111,24340
States,Washington,2019,1,X,1.38619,X,X,X,X,X,X,57,29,4112
States,California,2019,2,X,3.14047,X,X,X,X,X,X,1415,115,45057
States,New York,2019,2,X,2.53648,X,X,X,X,X,X,1514,132,59689
States,Texas,2019,2,X,4.66314,X,X,X,X,X,X,1331,111,28543
States,Washington,2019,2,X,1.45493,X,X,X,X,X,X,82,29,5636
States,California,2019,3,X,2.87537,X,X,X,X,X,X,1325,117,46081
States,New York,2019,3,X,3.08752,X,X,X,X,X,X,1820,135,58947
States,Texas,2019,3,X,5.57504,X,X,X,X,X,X,1621,114,29076
States,Washington,2019,3,X,1.60766,X,X,X,X,X,X,94,29,5847
States,California,2019,4,X,2.74367,X,X,X,X,X,X,1267,118,46179
States,New York,2019,4,X,3.47274,X,X,X,X,X,X,2085,136,60039
States,Texas,2019,4,X,7.07857,X,X,X,X,X,X,2092,116,29554
States,Washington,2019,4,X,1.87949,X,X,X,X,X,X,102,28,5427
States,California,2019,5,X,3.25349,X,X,X,X,X,X,1657,120,50930
States,New York,2019,5,X,3.43565,X,X,X,X,X,X,2158,136,62812
States,Texas,2019,5,X,8.58413,X,X,X,X,X,X,2684,114,31267
States,Washington,2019,5,X,2.15124,X,X,X,X,X,X,132,26,6136
States,California,2019,6,X,3.26858,X,X,X,X,X,X,1617,119,49471
States,New York,2019,6,X,3.87097,X,X,X,X,X,X,2676,135,69130
States,Texas,2019,6,X,10.165,X,X,X,X,X,X,3363,116,33084
States,Washington,2019,6,X,2.1666,X,X,X,X,X,X,103,24,4754
States,California,2019,7,X,3.77301,X,X,X,X,X,X,1726,113,45746
States,New York,2019,7,X,4.53822,X,X,X,X,X,X,3024,134,66634
States,Texas,2019,7,X,10.203,X,X,X,X,X,X,3277,117,32118
States,Washington,2019,7,X,3.32863,X,X,X,X,X,X,165,26,4957
States,California,2019,8,X,3.40884,X,X,X,X,X,X,1562,118,45822
States,New York,2019,8,X,4.04967,X,X,X,X,X,X,2335,135,57659
States,Texas,2019,8,X,9.24004,X,X,X,X,X,X,2912,117,31515
States,Washington,2019,8,X,2.22108,X,X,X,X,X,X,130,26,5853
States,California,2019,9,X,3.59746,X,X,X,X,X,X,1856,117,51592
States,New York,2019,9,X,3.24017,X,X,X,X,X,X,1979,134,61077
States,Texas,2019,9,X,9.54986,X,X,X,X,X,X,3055,117,31990
States,Washington,2019,9,X,2.24244,X,X,X,X,X,X,138,29,6154
States,California,2019,10,X,3.52475,X,X,X,X,X,X,1804,116,51181
States,New York,2019,10,X,3.18586,X,X,X,X,X,X,2035,135,63876
States,Texas,2019,10,X,8.72284,X,X,X,X,X,X,2734,119,31343
States,Washington,2019,10,X,3.28871,X,X,X,X,X,X,199,28,6051
States,California,2019,11,X,3.36917,X,X,X,X,X,X,1708,114,50695
States,New York,2019,11,X,3.2431,X,X,X,X,X,X,2105,138,64907
States,Texas,2019,11,X,7.81343,X,X,X,X,X,X,2109,116,26992
States,Washington,2019,11,X,4.59497,X,X,X,X,X,X,232,29,5049
States,California,2019,12,X,3.48291,X,X,X,X,X,X,1699,117,48781
States,New York,2019,12,X,3.26153,X,X,X,X,X,X,2038,137,62486
States,Texas,2019,12,X,5.79463,X,X,X,X,X,X,1764,119,30442
States,Washington,2019,12,X,3.77262,X,X,X,X,X,X,221,29,5858
States,California,2019,13,X,2.96381,X,X,X,X,X,X,1371,116,46258
States,New York,2019,13,X,2.7518,X,X,X,X,X,X,1751,137,63631
States,Texas,2019,13,X,4.89506,X,X,X,X,X,X,1411,114,28825
States,Washington,2019,13,X,2.33898,X,X,X,X,X,X,138,29,5900
States,California,2019,14,X,2.9268,X,X,X,X,X,X,1329,114,45408
States,New York,2019,14,X,2.74644,X,X,X,X,X,X,1699,136,61862
States,Texas,2019,14,X,4.40566,X,X,X,X,X,X,1232,116,27964
States,Washington,2019,14,X,1.46951,X,X,X,X,X,X,80,28,5444
States,California,2019,15,X,2.40137,X,X,X,X,X,X,1165,112,48514
States,New York,2019,15,X,2.08497,X,X,X,X,X,X,1301,136,62399
States,Texas,2019,15,X,3.94129,X,X,X,X,X,X,1152,118,29229
States,Washington,2019,15,X,0.857093,X,X,X,X,X,X,49,29,5717
States,California,2019,16,X,2.27985,X,X,X,X,X,X,1084,102,47547
States,New York,2019,16,X,1.76591,X,X,X,X,X,X,1027,135,58157
States,Texas,2019,16,X,3.42261,X,X,X,X,X,X,929,114,27143
States,Washington,2019,16,X,0.706952,X,X,X,X,X,X,42,29,5941
States,California,2019,17,X,2.02365,X,X,X,X,X,X,972,112,48032
States,New York,2019,17,X,1.26076,X,X,X,X,X,X,753,136,59726
States,Texas,2019,17,X,2.70961,X,X,X,X,X,X,657,98,24247
States,Washington,2019,17,X,0.4111,X,X,X,X,X,X,24,29,5838
States,California,2019,18,X,1.62147,X,X,X,X,X,X,702,92,43294
States,New York,2019,18,X,1.15328,X,X,X,X,X,X,656,133,56881
States,Texas,2019,18,X,2.55929,X,X,X,X,X,X,722,114,28211
States,Washington,2019,18,X,0.555024,X,X,X,X,X,X,29,17,5225
States,California,2019,19,X,1.8175,X,X,X,X,X,X,771,88,42421
States,New York,2019,19,X,0.897742,X,X,X,X,X,X,512,130,57032
States,Texas,2019,19,X,2.50535,X,X,X,X,X,X,620,103,24747
States,Washington,2019,19,X,0.50958,X,X,X,X,X,X,25,27,4906
